150300,2018-02-16,east
158700,2018-02-16,west
74625,2018-02-16,north
65125,2018-02-16,south
69625,2018-02-16,east
67750,2018-02-16,west
258981,2018-02-16,north
295907,2018-02-16,south
284929,2018-02-16,east
254490,2018-02-16,west
102485,2018-02-16,north
101490,2018-02-16,south
103679,2018-02-16,east
114226,2018-02-16,west
178500,2018-02-17,north
168900,2018-02-17,south
164100,2018-02-17,east
157500,2018-02-17,west
563436,2018-02-17,north
572427,2018-02-17,south
523476,2018-02-17,east
529470,2018-02-17,west
148750,2018-02-17,north
125750,2018-02-17,south
145000,2018-02-17,east
142000,2018-02-17,west
158400,2018-02-17,north
171900,2018-02-17,south
173400,2018-02-17,east
165000,2018-02-17,west
69375,2018-02-17,north
66375,2018-02-17,south
64375,2018-02-17,east
68125,2018-02-17,west
259480,2018-02-17,north
286925,2018-02-17,south
285927,2018-02-17,east
259480,2018-02-17,west
102485,2018-02-17,north
119201,2018-02-17,south
113231,2018-02-17,east
117211,2018-02-17,west
164400,2018-02-18,north
167400,2018-02-18,south
155100,2018-02-18,east
173700,2018-02-18,west
520479,2018-02-18,north
567432,2018-02-18,south
539460,2018-02-18,east
582417,2018-02-18,west
143750,2018-02-18,north
126500,2018-02-18,south
133000,2018-02-18,east
127250,2018-02-18,west
177300,2018-02-18,north
153600,2018-02-18,south
161700,2018-02-18,east
169200,2018-02-18,west
64125,2018-02-18,north
66125,2018-02-18,south
72125,2018-02-18,east
63000,2018-02-18,west
283931,2018-02-18,north
288422,2018-02-18,south
257484,2018-02-18,east
263472,2018-02-18,west
114425,2018-02-18,north
106664,2018-02-18,south
100296,2018-02-18,east
114027,2018-02-18,west
156300,2018-02-19,north
164700,2018-02-19,south
160500,2018-02-19,east
153900,2018-02-19,west
561438,2018-02-19,north
592407,2018-02-19,south
592407,2018-02-19,east
596403,2018-02-19,west
127750,2018-02-19,north
127250,2018-02-19,south
147500,2018-02-19,east
143750,2018-02-19,west
155700,2018-02-19,north
156300,2018-02-19,south
159600,2018-02-19,east
151200,2018-02-19,west
63500,2018-02-19,north
66000,2018-02-19,south
69375,2018-02-19,east
72750,2018-02-19,west
297404,2018-02-19,north
284430,2018-02-19,south
285428,2018-02-19,east
296406,2018-02-19,west
109649,2018-02-19,north
100097,2018-02-19,south
113032,2018-02-19,east
111639,2018-02-19,west
169800,2018-02-20,north
157500,2018-02-20,south
150000,2018-02-20,east
155100,2018-02-20,west
580419,2018-02-20,north
543456,2018-02-20,south
568431,2018-02-20,east
594405,2018-02-20,west
130250,2018-02-20,north
145750,2018-02-20,south
144500,2018-02-20,east
143250,2018-02-20,west
167100,2018-02-20,north
174600,2018-02-20,south
165600,2018-02-20,east
157200,2018-02-20,west
74125,2018-02-20,north
66250,2018-02-20,south
65125,2018-02-20,east
74625,2018-02-20,west
289919,2018-02-20,north
259979,2018-02-20,south
290917,2018-02-20,east
257983,2018-02-20,west
103878,2018-02-20,north
106067,2018-02-20,south
116813,2018-02-20,east
103082,2018-02-20,west
173700,2018-02-21,north
154200,2018-02-21,south
166500,2018-02-21,east
154800,2018-02-21,west
574425,2018-02-21,north
499500,2018-02-21,south
557442,2018-02-21,east
507492,2018-02-21,west
146750,2018-02-21,north
142250,2018-02-21,south
126750,2018-02-21,east
129250,2018-02-21,west
163800,2018-02-21,north
168900,2018-02-21,south
153600,2018-02-21,east
166800,2018-02-21,west
63375,2018-02-21,north
73000,2018-02-21,south
69750,2018-02-21,east
74250,2018-02-21,west
277943,2018-02-21,north
260478,2018-02-21,south
283432,2018-02-21,east
293412,2018-02-21,west
118604,2018-02-21,north
113828,2018-02-21,south
104276,2018-02-21,east
106863,2018-02-21,west
163500,2018-02-22,north
163200,2018-02-22,south
166800,2018-02-22,east
176400,2018-02-22,west
528471,2018-02-22,north
530469,2018-02-22,south
515484,2018-02-22,east
541458,2018-02-22,west
144250,2018-02-22,north
131250,2018-02-22,south
130000,2018-02-22,east
132500,2018-02-22,west
166200,2018-02-22,north
158400,2018-02-22,south
159900,2018-02-22,east
156300,2018-02-22,west
72000,2018-02-22,north
73250,2018-02-22,south
65125,2018-02-22,east
63375,2018-02-22,west
261476,2018-02-22,north
260478,2018-02-22,south
270957,2018-02-22,east
285927,2018-02-22,west
100495,2018-02-22,north
101092,2018-02-22,south
115221,2018-02-22,east
119400,2018-02-22,west
153300,2018-02-23,north
156300,2018-02-23,south
164100,2018-02-23,east
177300,2018-02-23,west
518481,2018-02-23,north
535464,2018-02-23,south
550449,2018-02-23,east
540459,2018-02-23,west
125500,2018-02-23,north
144500,2018-02-23,south
129000,2018-02-23,east
145500,2018-02-23,west
163800,2018-02-23,north
158100,2018-02-23,south
173400,2018-02-23,east
165000,2018-02-23,west
70250,2018-02-23,north
64875,2018-02-23,south
63250,2018-02-23,east
74000,2018-02-23,west
259979,2018-02-23,north
288422,2018-02-23,south
298901,2018-02-23,east
259979,2018-02-23,west
99699,2018-02-23,north
104077,2018-02-23,south
109649,2018-02-23,east
119400,2018-02-23,west
162900,2018-02-24,north
169800,2018-02-24,south
172500,2018-02-24,east
172200,2018-02-24,west
531468,2018-02-24,north
537462,2018-02-24,south
564435,2018-02-24,east
506493,2018-02-24,west
129500,2018-02-24,north
147250,2018-02-24,south
136750,2018-02-24,east
127750,2018-02-24,west
174900,2018-02-24,north
158400,2018-02-24,south
156000,2018-02-24,east
165600,2018-02-24,west
68500,2018-02-24,north
62500,2018-02-24,south
71250,2018-02-24,east
74875,2018-02-24,west
263472,2018-02-24,north
295408,2018-02-24,south
268462,2018-02-24,east
281935,2018-02-24,west
119002,2018-02-24,north
99699,2018-02-24,south
110644,2018-02-24,east
109450,2018-02-24,west
159600,2018-02-25,north
171000,2018-02-25,south
163500,2018-02-25,east
165900,2018-02-25,west
582417,2018-02-25,north
599400,2018-02-25,south
585414,2018-02-25,east
573426,2018-02-25,west
138500,2018-02-25,north
131500,2018-02-25,south
147000,2018-02-25,east
141500,2018-02-25,west
153300,2018-02-25,north
156900,2018-02-25,south
158100,2018-02-25,east
156300,2018-02-25,west
67625,2018-02-25,north
62750,2018-02-25,south
64750,2018-02-25,east
71625,2018-02-25,west
294909,2018-02-25,north
269959,2018-02-25,south
267963,2018-02-25,east
292414,2018-02-25,west
101092,2018-02-25,north
109450,2018-02-25,south
114425,2018-02-25,east
107858,2018-02-25,west
168600,2018-02-26,north
153300,2018-02-26,south
152400,2018-02-26,east
153000,2018-02-26,west
512487,2018-02-26,north
586413,2018-02-26,south
584415,2018-02-26,east
541458,2018-02-26,west
127750,2018-02-26,north
136750,2018-02-26,south
136750,2018-02-26,east
135250,2018-02-26,west
170700,2018-02-26,north
151200,2018-02-26,south
175800,2018-02-26,east
174600,2018-02-26,west
72250,2018-02-26,north
63750,2018-02-26,south
66250,2018-02-26,east
70500,2018-02-26,west
273452,2018-02-26,north
293911,2018-02-26,south
296406,2018-02-26,east
263971,2018-02-26,west
106067,2018-02-26,north
109251,2018-02-26,south
118604,2018-02-26,east
102286,2018-02-26,west
166500,2018-02-27,north
169500,2018-02-27,south
157800,2018-02-27,east
162000,2018-02-27,west
562437,2018-02-27,north
540459,2018-02-27,south
504495,2018-02-27,east
563436,2018-02-27,west
129000,2018-02-27,north
128750,2018-02-27,south
148000,2018-02-27,east
138500,2018-02-27,west
154800,2018-02-27,north
180000,2018-02-27,south
160200,2018-02-27,east
153000,2018-02-27,west
71750,2018-02-27,north
65000,2018-02-27,south
73875,2018-02-27,east
64875,2018-02-27,west
257983,2018-02-27,north
257484,2018-02-27,south
298901,2018-02-27,east
290418,2018-02-27,west
106863,2018-02-27,north
117012,2018-02-27,south
119002,2018-02-27,east
115221,2018-02-27,west
176700,2018-02-28,north
159300,2018-02-28,south
174300,2018-02-28,east
155700,2018-02-28,west
533466,2018-02-28,north
537462,2018-02-28,south
544455,2018-02-28,east
582417,2018-02-28,west
140750,2018-02-28,north
140500,2018-02-28,south
132000,2018-02-28,east
146250,2018-02-28,west
174600,2018-02-28,north
174600,2018-02-28,south
159000,2018-02-28,east
153900,2018-02-28,west
71500,2018-02-28,north
64250,2018-02-28,south
73000,2018-02-28,east
69125,2018-02-28,west
297903,2018-02-28,north
261975,2018-02-28,south
279440,2018-02-28,east
292414,2018-02-28,west
102087,2018-02-28,north
106863,2018-02-28,south
102684,2018-02-28,east
104077,2018-02-28,west
166800,2018-03-01,north
178200,2018-03-01,south
152700,2018-03-01,east
166800,2018-03-01,west
561438,2018-03-01,north
578421,2018-03-01,south
519480,2018-03-01,east
570429,2018-03-01,west
132000,2018-03-01,north
147250,2018-03-01,south
129500,2018-03-01,east
133750,2018-03-01,west
158100,2018-03-01,north
160500,2018-03-01,south
156300,2018-03-01,east
150900,2018-03-01,west
72625,2018-03-01,north
64375,2018-03-01,south
75000,2018-03-01,east
73625,2018-03-01,west
275448,2018-03-01,north
253492,2018-03-01,south
282434,2018-03-01,east
286925,2018-03-01,west
106863,2018-03-01,north
114226,2018-03-01,south
118007,2018-03-01,east
102087,2018-03-01,west
163500,2018-03-02,north
156900,2018-03-02,south
174600,2018-03-02,east
177300,2018-03-02,west
598401,2018-03-02,north
595404,2018-03-02,south
527472,2018-03-02,east
530469,2018-03-02,west
138750,2018-03-02,north
146500,2018-03-02,south
142000,2018-03-02,east
143750,2018-03-02,west
165900,2018-03-02,north
151200,2018-03-02,south
178800,2018-03-02,east
163800,2018-03-02,west
74125,2018-03-02,north
65875,2018-03-02,south
68625,2018-03-02,east
64000,2018-03-02,west
254490,2018-03-02,north
249999,2018-03-02,south
298402,2018-03-02,east
285428,2018-03-02,west
108256,2018-03-02,north
102883,2018-03-02,south
108853,2018-03-02,east
110843,2018-03-02,west
153900,2018-03-03,north
150000,2018-03-03,south
156900,2018-03-03,east
155700,2018-03-03,west
562437,2018-03-03,north
530469,2018-03-03,south
519480,2018-03-03,east
555444,2018-03-03,west
125500,2018-03-03,north
137250,2018-03-03,south
144000,2018-03-03,east
128250,2018-03-03,west
174900,2018-03-03,north
163500,2018-03-03,south
154200,2018-03-03,east
166200,2018-03-03,west
68875,2018-03-03,north
66250,2018-03-03,south
62750,2018-03-03,east
71750,2018-03-03,west
260977,2018-03-03,north
260478,2018-03-03,south
256985,2018-03-03,east
258482,2018-03-03,west
106266,2018-03-03,north
106266,2018-03-03,south
99500,2018-03-03,east
114027,2018-03-03,west
177300,2018-03-04,north
164400,2018-03-04,south
161400,2018-03-04,east
167400,2018-03-04,west
599400,2018-03-04,north
578421,2018-03-04,south
505494,2018-03-04,east
577422,2018-03-04,west
137250,2018-03-04,north
126250,2018-03-04,south
142500,2018-03-04,east
133500,2018-03-04,west
159900,2018-03-04,north
156600,2018-03-04,south
170700,2018-03-04,east
162600,2018-03-04,west
68500,2018-03-04,north
68875,2018-03-04,south
66750,2018-03-04,east
66250,2018-03-04,west
255488,2018-03-04,north
286426,2018-03-04,south
289420,2018-03-04,east
257484,2018-03-04,west
114226,2018-03-04,north
115221,2018-03-04,south
112236,2018-03-04,east
106067,2018-03-04,west
153300,2018-03-05,north
165300,2018-03-05,south
155700,2018-03-05,east
174600,2018-03-05,west
573426,2018-03-05,north
509490,2018-03-05,south
559440,2018-03-05,east
524475,2018-03-05,west
144000,2018-03-05,north
146500,2018-03-05,south
149000,2018-03-05,east
149500,2018-03-05,west
172200,2018-03-05,north
175800,2018-03-05,south
152400,2018-03-05,east
178200,2018-03-05,west
73375,2018-03-05,north
67250,2018-03-05,south
68750,2018-03-05,east
72000,2018-03-05,west
252494,2018-03-05,north
297404,2018-03-05,south
251496,2018-03-05,east
297903,2018-03-05,west
115818,2018-03-05,north
114425,2018-03-05,south
108256,2018-03-05,east
104276,2018-03-05,west
171900,2018-03-06,north
171900,2018-03-06,south
165900,2018-03-06,east
180000,2018-03-06,west
532467,2018-03-06,north
585414,2018-03-06,south
588411,2018-03-06,east
554445,2018-03-06,west
144500,2018-03-06,north
126500,2018-03-06,south
141250,2018-03-06,east
137000,2018-03-06,west
161100,2018-03-06,north
177300,2018-03-06,south
161100,2018-03-06,east
174600,2018-03-06,west
63125,2018-03-06,north
74875,2018-03-06,south
70500,2018-03-06,east
63125,2018-03-06,west
270957,2018-03-06,north
278941,2018-03-06,south
271955,2018-03-06,east
267963,2018-03-06,west
105072,2018-03-06,north
104873,2018-03-06,south
110445,2018-03-06,east
105271,2018-03-06,west
158100,2018-03-07,north
160200,2018-03-07,south
160800,2018-03-07,east
165000,2018-03-07,west
520479,2018-03-07,north
574425,2018-03-07,south
504495,2018-03-07,east
564435,2018-03-07,west
131500,2018-03-07,north
134000,2018-03-07,south
146000,2018-03-07,east
138750,2018-03-07,west
179100,2018-03-07,north
151800,2018-03-07,south
177900,2018-03-07,east
171900,2018-03-07,west
73750,2018-03-07,north
74375,2018-03-07,south
67375,2018-03-07,east
67000,2018-03-07,west
292414,2018-03-07,north
294410,2018-03-07,south
281436,2018-03-07,east
259480,2018-03-07,west
119400,2018-03-07,north
117211,2018-03-07,south
112435,2018-03-07,east
106664,2018-03-07,west
161100,2018-03-08,north
153000,2018-03-08,south
169800,2018-03-08,east
166800,2018-03-08,west
589410,2018-03-08,north
558441,2018-03-08,south
535464,2018-03-08,east
561438,2018-03-08,west
145000,2018-03-08,north
147500,2018-03-08,south
127500,2018-03-08,east
145250,2018-03-08,west
159000,2018-03-08,north
150600,2018-03-08,south
169200,2018-03-08,east
166200,2018-03-08,west
74250,2018-03-08,north
74125,2018-03-08,south
66250,2018-03-08,east
66625,2018-03-08,west
265967,2018-03-08,north
284929,2018-03-08,south
293911,2018-03-08,east
294909,2018-03-08,west
103878,2018-03-08,north
108057,2018-03-08,south
102883,2018-03-08,east
107460,2018-03-08,west
174600,2018-03-09,north
152400,2018-03-09,south
150600,2018-03-09,east
170400,2018-03-09,west
582417,2018-03-09,north
586413,2018-03-09,south
517482,2018-03-09,east
501498,2018-03-09,west
142000,2018-03-09,north
131750,2018-03-09,south
125500,2018-03-09,east
128750,2018-03-09,west
153000,2018-03-09,north
170100,2018-03-09,south
167400,2018-03-09,east
158700,2018-03-09,west
62625,2018-03-09,north
72625,2018-03-09,south
66125,2018-03-09,east
63250,2018-03-09,west
294410,2018-03-09,north
288422,2018-03-09,south
297903,2018-03-09,east
264470,2018-03-09,west
115022,2018-03-09,north
111241,2018-03-09,south
114823,2018-03-09,east
114823,2018-03-09,west
178800,2018-03-10,north
171900,2018-03-10,south
174600,2018-03-10,east
158400,2018-03-10,west
518481,2018-03-10,north
551448,2018-03-10,south
568431,2018-03-10,east
587412,2018-03-10,west
134750,2018-03-10,north
130750,2018-03-10,south
127500,2018-03-10,east
149250,2018-03-10,west
161100,2018-03-10,north
150300,2018-03-10,south
163200,2018-03-10,east
156300,2018-03-10,west
63750,2018-03-10,north
73000,2018-03-10,south
66375,2018-03-10,east
67125,2018-03-10,west
281436,2018-03-10,north
255987,2018-03-10,south
286925,2018-03-10,east
265468,2018-03-10,west
116415,2018-03-10,north
113430,2018-03-10,south
101689,2018-03-10,east
101490,2018-03-10,west
169200,2018-03-11,north
163500,2018-03-11,south
160800,2018-03-11,east
159000,2018-03-11,west
563436,2018-03-11,north
596403,2018-03-11,south
555444,2018-03-11,east
499500,2018-03-11,west
132000,2018-03-11,north
136750,2018-03-11,south
144750,2018-03-11,east
127250,2018-03-11,west
159900,2018-03-11,north
156600,2018-03-11,south
152400,2018-03-11,east
168000,2018-03-11,west
72875,2018-03-11,north
72875,2018-03-11,south
66750,2018-03-11,east
65250,2018-03-11,west
263472,2018-03-11,north
264470,2018-03-11,south
268961,2018-03-11,east
252494,2018-03-11,west
109450,2018-03-11,north
113032,2018-03-11,south
112435,2018-03-11,east
112833,2018-03-11,west
159900,2018-03-12,north
151800,2018-03-12,south
160200,2018-03-12,east
165900,2018-03-12,west
512487,2018-03-12,north
530469,2018-03-12,south
569430,2018-03-12,east
578421,2018-03-12,west
145250,2018-03-12,north
132250,2018-03-12,south
143750,2018-03-12,east
149750,2018-03-12,west
151200,2018-03-12,north
164400,2018-03-12,south
160800,2018-03-12,east
175800,2018-03-12,west
70375,2018-03-12,north
64375,2018-03-12,south
63250,2018-03-12,east
65125,2018-03-12,west
279939,2018-03-12,north
256985,2018-03-12,south
254490,2018-03-12,east
274450,2018-03-12,west
107062,2018-03-12,north
112833,2018-03-12,south
108455,2018-03-12,east
102684,2018-03-12,west
164400,2018-03-13,north
161100,2018-03-13,south
155400,2018-03-13,east
151500,2018-03-13,west
529470,2018-03-13,north
564435,2018-03-13,south
517482,2018-03-13,east
528471,2018-03-13,west
140000,2018-03-13,north
143500,2018-03-13,south
138750,2018-03-13,east
131000,2018-03-13,west
152700,2018-03-13,north
159900,2018-03-13,south
150300,2018-03-13,east
158700,2018-03-13,west
71125,2018-03-13,north
65250,2018-03-13,south
65375,2018-03-13,east
63125,2018-03-13,west
292913,2018-03-13,north
290418,2018-03-13,south
249999,2018-03-13,east
252993,2018-03-13,west
103480,2018-03-13,north
102286,2018-03-13,south
112435,2018-03-13,east
108256,2018-03-13,west
151500,2018-03-14,north
163200,2018-03-14,south
151200,2018-03-14,east
177600,2018-03-14,west
539460,2018-03-14,north
565434,2018-03-14,south
529470,2018-03-14,east
532467,2018-03-14,west
142500,2018-03-14,north
147250,2018-03-14,south
133000,2018-03-14,east
132500,2018-03-14,west
166800,2018-03-14,north
177600,2018-03-14,south
171600,2018-03-14,east
153600,2018-03-14,west
68125,2018-03-14,north
63375,2018-03-14,south
64000,2018-03-14,east
62625,2018-03-14,west
278941,2018-03-14,north
263472,2018-03-14,south
298402,2018-03-14,east
252993,2018-03-14,west
103082,2018-03-14,north
101689,2018-03-14,south
107261,2018-03-14,east
118803,2018-03-14,west
167700,2018-03-15,north
150300,2018-03-15,south
160500,2018-03-15,east
164700,2018-03-15,west
575424,2018-03-15,north
516483,2018-03-15,south
581418,2018-03-15,east
513486,2018-03-15,west
125750,2018-03-15,north
150000,2018-03-15,south
139750,2018-03-15,east
149000,2018-03-15,west
159600,2018-03-15,north
155700,2018-03-15,south
179400,2018-03-15,east
156000,2018-03-15,west
68000,2018-03-15,north
66625,2018-03-15,south
67250,2018-03-15,east
70375,2018-03-15,west
264470,2018-03-15,north
273951,2018-03-15,south
281436,2018-03-15,east
254490,2018-03-15,west
101888,2018-03-15,north
115619,2018-03-15,south
107659,2018-03-15,east
102883,2018-03-15,west
150600,2018-03-16,north
173700,2018-03-16,south
159000,2018-03-16,east
176700,2018-03-16,west
595404,2018-03-16,north
591408,2018-03-16,south
586413,2018-03-16,east
549450,2018-03-16,west
138000,2018-03-16,north
146000,2018-03-16,south
133250,2018-03-16,east
149000,2018-03-16,west
160800,2018-03-16,north
161100,2018-03-16,south
164700,2018-03-16,east
164100,2018-03-16,west
66000,2018-03-16,north
67000,2018-03-16,south
65750,2018-03-16,east
70000,2018-03-16,west
280438,2018-03-16,north
282933,2018-03-16,south
264470,2018-03-16,east
281935,2018-03-16,west
102286,2018-03-16,north
105470,2018-03-16,south
102485,2018-03-16,east
115022,2018-03-16,west
159300,2018-03-17,north
161400,2018-03-17,south
171000,2018-03-17,east
166200,2018-03-17,west
548451,2018-03-17,north
595404,2018-03-17,south
571428,2018-03-17,east
522477,2018-03-17,west
132500,2018-03-17,north
149500,2018-03-17,south
135750,2018-03-17,east
130750,2018-03-17,west
153300,2018-03-17,north
173700,2018-03-17,south
156600,2018-03-17,east
171600,2018-03-17,west
71750,2018-03-17,north
71250,2018-03-17,south
73625,2018-03-17,east
68750,2018-03-17,west
268961,2018-03-17,north
254989,2018-03-17,south
291416,2018-03-17,east
252494,2018-03-17,west
115022,2018-03-17,north
108057,2018-03-17,south
102485,2018-03-17,east
117808,2018-03-17,west
165000,2018-03-18,north
175500,2018-03-18,south
169800,2018-03-18,east
165900,2018-03-18,west
534465,2018-03-18,north
515484,2018-03-18,south
592407,2018-03-18,east
538461,2018-03-18,west
139500,2018-03-18,north
134500,2018-03-18,south
148000,2018-03-18,east
126500,2018-03-18,west
155100,2018-03-18,north
167700,2018-03-18,south
167100,2018-03-18,east
159600,2018-03-18,west
69250,2018-03-18,north
70500,2018-03-18,south
68750,2018-03-18,east
68625,2018-03-18,west
287424,2018-03-18,north
265468,2018-03-18,south
294909,2018-03-18,east
287424,2018-03-18,west
107460,2018-03-18,north
103480,2018-03-18,south
102286,2018-03-18,east
104674,2018-03-18,west
168300,2018-03-19,north
150900,2018-03-19,south
150000,2018-03-19,east
154500,2018-03-19,west
594405,2018-03-19,north
521478,2018-03-19,south
594405,2018-03-19,east
503496,2018-03-19,west
138500,2018-03-19,north
129500,2018-03-19,south
125000,2018-03-19,east
144000,2018-03-19,west
163200,2018-03-19,north
165300,2018-03-19,south
167400,2018-03-19,east
155700,2018-03-19,west
68125,2018-03-19,north
64750,2018-03-19,south
